ticker,sector_name,subsector_name,industry_name,subindustry_name
KRAS,Barang Baku,Barang Baku,Logam & Mineral,Baja & Besi
KREN,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
KRYA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
KSIX,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
KUAS,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
LABA,Perindustrian,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian
LABS,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
LAJU,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
LAND,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
LAPD,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket
LCGP,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
LCKM,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
LEAD,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
LFLO,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah
LIFE,Keuangan,Asuransi,Asuransi,Asuransi Jiwa
LINK,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel
LION,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor
LIVE,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga
LMAS,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI
LMAX,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif
LMPI,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga
LMSH,Barang Baku,Barang Baku,Logam & Mineral,Baja & Besi
LOPI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
LPCK,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
LPGI,Keuangan,Asuransi,Asuransi,Asuransi Umum
LPIN,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif
LPKR,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
LPLI,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
LPPF,Barang Konsumen Non-Primer,Perdagangan Ritel,Department Store,Department Store
LPPS,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi
LRNA,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan
LSIP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
LTLS,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
LUCK,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer
LUCY,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
MABA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
MAGP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
MAHA,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
MAIN,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas"
MANG,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
MAPA,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil
MAPB,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
MAPI,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil
MARI,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran
MARK,Perindustrian,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian
MASB,Keuangan,Bank,Bank,Bank
MAXI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
MAYA,Keuangan,Bank,Bank,Bank
MBAP,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
MBMA,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
MBSS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
MBTO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh
MCAS,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
MCOL,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
MCOR,Keuangan,Bank,Bank,Bank
MDIA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran
MDIY,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga
MDKA,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
MDKI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
MDLA,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
MDLN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MDRN,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor
MEDC,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas
MEDS,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
MEGA,Keuangan,Bank,Bank,Bank
MEJA,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah
MENN,Teknologi,Perangkat Keras & Peralatan Teknologi,"Perangkat, Instrumen & Komponen Elektronik",Perangkat & Instrumen Elektronik
MERI,Barang Konsumen Non-Primer,Jasa Konsumen,Pendidikan & Jasa Penunjang,Jasa Pendidikan
MERK,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
META,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel
MFMI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis
MGLV,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah
MGNA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
MGRO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
MHKI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pengelolaan Lingkungan & Sarana
MICE,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga
MIDI,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket
MIKA,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
MINA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
MINE,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
MIRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
MITI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
MKAP,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
MKNT,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen
MKPI,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MKTR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
MLBI,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras
MLIA,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
MLPL,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket
MLPT,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI
MMIX,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
MMLP,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MNCN,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran
MOLI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
MORA,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel
MPIX,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
MPMX,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif
MPOW,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik
MPPA,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket
MPRO,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MPXL,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
MRAT,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh
MREI,Keuangan,Asuransi,Asuransi,Reasuransi
MSIE,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MSIN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film
MSJA,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh
MSKY,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran Berbayar
MSTI,Teknologi,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan
MTDL,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer
MTEL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
MTFN,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
MTLA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MTMH,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
MTPS,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
MTRA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
MTSM,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
MTWI,Keuangan,Asuransi,Asuransi,Asuransi Umum
MUTU,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Penelitian & Konsultasi
MYOH,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
MYOR,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
MYTX,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
NAIK,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian
NANO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh
NASA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
NASI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
NATO,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
NAYZ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
NCKL,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
NELY,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
NEST,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas"
NETV,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran
NFCX,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
NICE,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
NICK,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi
NICL,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
NIKL,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
NINE,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer
NIRO,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
NISP,Keuangan,Bank,Bank,Bank
NOBU,Keuangan,Bank,Bank,Bank
NPGF,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Pertanian
NRCA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
NSSS,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
NTBK,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat
NUSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
NZIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
OASA,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel
OBAT,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
OBMD,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus
OCAP,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
OILS,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
OKAS,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar
OLIV,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah
OMED,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
OMRE,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
OPMS,Barang Baku,Barang Baku,Logam & Mineral,Baja & Besi
PACK,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PADA,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Personalia
PADI,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan
PALM,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi
PAMG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PANI,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PANR,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan
PANS,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan
PART,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif
PBID,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PBRX,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas"
PBSA,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
PCAR,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan
PDES,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan
PDPP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PEGE,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
PEHA,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
PEVE,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
PGAS,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
PGEO,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik
PGJO,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet
PGLI,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
PGUN,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
PICO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PIPA,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan
PJAA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Fasilitas Rekreasi & Olah Raga
PJHB,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
PKPK,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
PLAN,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
PLAS,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
PLIN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PMJS,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif
PMMP,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
PMUI,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen
PNBN,Keuangan,Bank,Bank,Bank
PNBS,Keuangan,Bank,Bank,Bank
PNGO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
PNIN,Keuangan,Asuransi,Asuransi,Asuransi Umum
PNLF,Keuangan,Asuransi,Asuransi,Asuransi Jiwa
PNSE,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
POLA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen
POLI,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
POLL,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
POLU,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas"
POLY,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil
POOL,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan
PORT,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan
POSA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
POWR,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik
PPGL,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
PPRE,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
PPRI,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PPRO,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PRAY,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
PRDA,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
PRDL,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan
PRIM,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
PSAB,Barang Baku,Barang Baku,Logam & Mineral,Emas
PSAT,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
PSDN,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
PSGO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
PSKT,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar"
PSSI,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
PTBA,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara
PTDU,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
PTIS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
PTMP,Perindustrian,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian
PTMR,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan
PTPP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
PTPS,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan
PTPW,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
PTRO,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
PTSN,Teknologi,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan
PTSP,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
PUDP,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PURA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
PURE,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya
PURI,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PWON,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
PYFA,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi
PZZA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
RAAM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film
RAFI,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan
RAJA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas
RALS,Barang Konsumen Non-Primer,Perdagangan Ritel,Department Store,Department Store
RANC,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket
RANS,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film
RATU,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas
RBMS,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RCCC,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran
RDTX,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
REAL,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RELF,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RELI,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan
RGAS,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
RICY,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas"
RIGS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
RIMO,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RISE,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RLCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas"
RMKE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara
RMKO,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
ROCK,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RODA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
RONY,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan
ROTI,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan
RSCH,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
RSGK,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
RUIS,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara"
RUNS,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak
SAFE,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan
SAGE,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat
SAME,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan
SAMF,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Pertanian
